"name","type","n","missing","unique","mean","median","mode","mode_value","sd","v","min","max","range","skew","skew_2se","kurt","kurt_2se","category","description"
"Problemsprevpreg_hypertension_12","factor",1000,0.650959860383944,3,NA,NA,1865,NA,NA,0.165438,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Problemsprevpreg_preeclampsia_12","factor",955,0.666666666666667,3,NA,NA,1910,NA,NA,0.0916948548559524,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Problemsprevpreg_prematuredelivery_12","factor",982,0.657242582897033,3,NA,NA,1883,NA,NA,0.151361990368382,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Problemsprevpreg_other_12","factor",1217,0.57521815008726,3,NA,NA,1648,NA,NA,0.386826179925717,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Problemsprevdeliv_12","factor",2762,0.0359511343804538,4,NA,NA,1416,"N/A",NA,0.614392020390518,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plannedpreg_12","factor",2762,0.0359511343804538,3,NA,NA,2533,"Yes",NA,0.152073422222875,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Locationdelivery_12","factor",2762,0.0359511343804538,4,NA,NA,2167,"Hospital",NA,0.36107884966188,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Problemspreg_12","factor",2762,0.0359511343804538,3,NA,NA,2448,"No",NA,0.201522577275857,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Problemspreg_20","factor",2497,0.128446771378709,3,NA,NA,2220,"No",NA,0.197253925375248,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Problemspreg_28","factor",2358,0.17696335078534,3,NA,NA,1957,"No",NA,0.28227836445112,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Problemspreg_8wPP","factor",2424,0.153926701570681,3,NA,NA,1805,"No",NA,0.380305511986842,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Painmanagement_12","factor",2762,0.0359511343804538,3,NA,NA,2065,"No",NA,0.377342290451619,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Painmanagementencoding_8wPP","factor",1004,0.64956369982548,3,NA,NA,1861,NA,NA,0.496825447215124,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gynaecologist_20","factor",2498,0.128097731239092,3,NA,NA,2051,"No",NA,0.29384500394551,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gynaecologist_28","factor",2359,0.176614310645724,3,NA,NA,2033,"No",NA,0.238193053903579,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gynaecologist_8wPP","factor",2403,0.161256544502618,3,NA,NA,1518,"No",NA,0.465304761058664,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Age_12","numeric",2768,0.0338568935427574,28,31.3139450867052,31,31,NA,3.67018391760312,NA,18,45,27,0.163623532582214,1.75815981730797,0.0369559911215744,0.198620416810553,NA,NA
"Education_12","ordered, factor",2765,0.0349040139616056,6,NA,NA,2011,"University",NA,0.422017926221923,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Genderpartner_12","factor",2682,0.0638743455497382,3,NA,NA,2624,"Male",NA,0.0423159673043312,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Height_12","numeric",2761,0.0363001745200698,45,169.091995653749,169,169,NA,6.57230225428808,NA,139,192,53,0.0118509420441127,0.127179237178937,0.154113647877358,0.827239544539658,NA,NA
"Maritalstatus_12","factor",2768,0.0338568935427574,3,NA,NA,2682,"Relationship",NA,0.0602081175448561,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maritalstatus_6mPP","factor",1440,0.49738219895288,3,NA,NA,1425,NA,NA,0.0407986111111112,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maritalstatus_1yPP","factor",1199,0.581500872600349,3,NA,NA,1666,NA,NA,0.0376293561287171,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maritalstatus_1y6mPP","factor",1198,0.581849912739965,3,NA,NA,1667,NA,NA,0.0488292953475604,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maritalstatus_2yPP","factor",1144,0.600698080279232,3,NA,NA,1721,NA,NA,0.0477529463543449,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maritalstatus_2y6mPP","factor",985,0.656195462478185,3,NA,NA,1880,NA,NA,0.0628637687134428,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maritalstatus_3yPP","factor",780,0.727748691099476,3,NA,NA,2085,NA,NA,0.0596449704142012,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maritalstatus_3y6mPP","factor",570,0.801047120418848,3,NA,NA,2295,NA,NA,0.0578701138811941,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maritalstatus_4yPP","factor",375,0.869109947643979,3,NA,NA,2490,NA,NA,0.0768,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maritalstatus_4y6mPP","factor",294,0.89738219895288,3,NA,NA,2571,NA,NA,0.0657133601740016,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Partner_20","factor",2494,0.129493891797557,3,NA,NA,2453,"Yes",NA,0.0323383980414262,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Partner_28","factor",2344,0.181849912739965,3,NA,NA,2305,"Yes",NA,0.0327227894326083,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Partner_8wPP","factor",2347,0.180802792321117,3,NA,NA,2314,"Yes",NA,0.0277256100627241,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Population_12","factor",2764,0.0352530541012216,3,NA,NA,2412,"Dutch",NA,0.222266435732521,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Weight_numeric_8wPP","numeric",2238,0.218848167539267,233,73.266599642538,71,71,NA,13.5974147340199,NA,43,136,93,1.01054528602448,9.76497197422855,1.39180176308055,6.72753504857453,NA,NA
"Weightpreg_20","numeric",2303,0.196160558464223,396,73.344693877551,71,71,NA,13.401524385186,NA,40,143,103,1.13498388692298,11.125349028448,1.96562988898619,9.63792680166034,NA,NA
"Weightpreg_28","numeric",2188,0.23630017452007,388,77.3861517367459,75,75,NA,13.3862066332541,NA,44.9,170,125.1,1.16220679430784,11.1044968995277,2.5628764074375,12.2492897821493,NA,NA
"Weightprepreg_12","numeric",2751,0.0397905759162304,201,69.6011268629589,67,67,NA,13.7218369629875,NA,40,147,107,1.33541825517224,14.3051889463152,2.75979724072513,14.7870274556656,NA,NA
"Kidsathome_8wPP","integer",2291,0.200349040139616,8,1.59144478393715,1,1,NA,0.84305338110401,NA,0,21,21,5.88099787495677,57.4965816919609,121.871317946919,596.00708073677,NA,NA
"BFI_2S_2_28","ordered, factor",2335,0.18499127399651,6,NA,NA,1371,"Agree",NA,0.524792355414533,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BFI_2S_4_28","ordered, factor",2335,0.18499127399651,6,NA,NA,712,"Disagree",NA,0.742032106158495,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BFI_2S_5_28","ordered, factor",2335,0.18499127399651,6,NA,NA,669,"Disagree",NA,0.76837878113981,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BFI_2S_6_28","ordered, factor",2335,0.18499127399651,6,NA,NA,801,"Agree",NA,0.717635093929543,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BFI_2S_9_28","ordered, factor",2335,0.18499127399651,6,NA,NA,955,"Disagree",NA,0.688307250709573,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BFI_2S_11_28","ordered, factor",2335,0.18499127399651,6,NA,NA,1317,"Agree",NA,0.608635557043225,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BFI_2S_12_28","ordered, factor",2335,0.18499127399651,6,NA,NA,1375,"Agree",NA,0.585066830514148,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BFI_2S_13_28","ordered, factor",2335,0.18499127399651,6,NA,NA,1584,"Agree",NA,0.469127007781227,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BFI_2S_15_28","ordered, factor",2335,0.18499127399651,6,NA,NA,1074,"Agree",NA,0.651812058379836,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BFI_2S_16_28","ordered, factor",2335,0.18499127399651,6,NA,NA,1274,"Agree",NA,0.614047659441788,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BFI_2S_18_28","ordered, factor",2335,0.18499127399651,6,NA,NA,1187,"Agree",NA,0.650078454209062,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BFI_2S_22_28","ordered, factor",2335,0.18499127399651,6,NA,NA,1312,"Agree",NA,0.504347857984584,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BFI_2S_23_28","ordered, factor",2335,0.18499127399651,6,NA,NA,1375,"Agree",NA,0.561052781204004,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BFI_2S_25_28","ordered, factor",2335,0.18499127399651,6,NA,NA,1134,"Agree",NA,0.663796523437679,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BFI_2S_29_28","ordered, factor",2335,0.18499127399651,6,NA,NA,995,"Disagree",NA,0.709390386493588,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BFI_2S_1_28","ordered, factor",2335,0.18499127399651,6,NA,NA,972,"Disagree",NA,0.716662280078317,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BFI_2S_3_28","ordered, factor",2335,0.18499127399651,6,NA,NA,948,"Disagree",NA,0.725838717220951,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BFI_2S_7_28","ordered, factor",2335,0.18499127399651,6,NA,NA,1082,"Disagree",NA,0.657725240612777,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BFI_2S_8_28","ordered, factor",2335,0.18499127399651,6,NA,NA,1124,"Disagree",NA,0.680695679286897,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BFI_2S_10_28","ordered, factor",2335,0.18499127399651,6,NA,NA,836,"Neither disagree nor agree",NA,0.707936668057536,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BFI_2S_14_28","ordered, factor",2335,0.18499127399651,6,NA,NA,1183,"Agree",NA,0.656329846989073,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BFI_2S_17_28","ordered, factor",2335,0.18499127399651,6,NA,NA,1121,"Disagree",NA,0.614662087496389,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BFI_2S_19_28","ordered, factor",2335,0.18499127399651,6,NA,NA,1118,"Agree",NA,0.657814378533534,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BFI_2S_20_28","ordered, factor",2335,0.18499127399651,6,NA,NA,859,"Agree",NA,0.750514514716469,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BFI_2S_21_28","ordered, factor",2335,0.18499127399651,6,NA,NA,892,"Neither disagree nor agree",NA,0.689783345331493,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BFI_2S_24_28","ordered, factor",2335,0.18499127399651,6,NA,NA,1447,"Agree",NA,0.559681964702484,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BFI_2S_26_28","ordered, factor",2335,0.18499127399651,6,NA,NA,1267,"Disagree",NA,0.630413821880058,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BFI_2S_27_28","ordered, factor",2335,0.18499127399651,6,NA,NA,1369,"Disagree",NA,0.586479831628372,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BFI_2S_28_28","ordered, factor",2335,0.18499127399651,6,NA,NA,958,"Disagree",NA,0.701677572000422,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BFI_2S_30_28","ordered, factor",2335,0.18499127399651,6,NA,NA,1068,"Disagree",NA,0.690174745172842,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DS14_2_12","ordered, factor",2667,0.0691099476439791,6,NA,NA,779,"Neutral",NA,0.754583967217821,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DS14_4_12","ordered, factor",2667,0.0691099476439791,6,NA,NA,1341,"False",NA,0.618448846875018,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DS14_5_12","ordered, factor",2667,0.0691099476439791,6,NA,NA,997,"Rather false",NA,0.726266359562198,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DS14_6_12","ordered, factor",2667,0.0691099476439791,6,NA,NA,985,"Rather false",NA,0.709939941421833,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DS14_7_12","ordered, factor",2667,0.0691099476439791,6,NA,NA,1446,"False",NA,0.607146828806129,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DS14_8_12","ordered, factor",2667,0.0691099476439791,6,NA,NA,1078,"False",NA,0.69591694738945,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DS14_9_12","ordered, factor",2667,0.0691099476439791,6,NA,NA,1380,"False",NA,0.594965280633509,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DS14_10_12","ordered, factor",2667,0.0691099476439791,6,NA,NA,1191,"False",NA,0.690084155678515,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DS14_11_12","ordered, factor",2667,0.0691099476439791,6,NA,NA,935,"False",NA,0.723665728510595,NA,NA,NA,NA,NA,NA,NA,NA,NA
